,Year,Address,Region,lot_size,bed_room,wash_room,house_age,condition,price,trasaction_date,lot_width,lot_length,tran_year,tran_month,bed_main,bed_bsmt,tran_date,walking_distance
222,2017,105 College View Ave,SW,35*115,4,2,,6.0,220.0,2017.04,35,115,2017,4,4,0,2017.3333333333333,1553
223,2017,103 Hillsdale Ave W,SW,36*101,3+1,3,,6.0,185.0,2017.11,36,101,2017,11,3,1,2017.9166666666667,616
224,2017,37 Anderson Ave,SW,30*100,3+1,3,,6.0,193.5,2017.11,30,100,2017,11,3,1,2017.9166666666667,624
225,2017,40 Braemar Ave,SW,35*130,6,2,,6.0,190.0,2017.04,35,130,2017,4,6,0,2017.3333333333333,1301
226,2017,103 Lascelles Blvd,SW,30*101,4,4,,6.0,221.0,2017.04,30,101,2017,4,4,0,2017.3333333333333,686
227,2017,130 Hillsdale Ave W,SW,30*100,3+1,4,,6.0,187.0,2017.11,30,100,2017,11,3,1,2017.9166666666667,786
228,2017,92 Chaplin Cres,SW,38*106,3,3,,6.0,214.0,2017.06,38,106,2017,6,3,0,2017.5,1199
229,2017,43 Lascelles Blvd,SW,40*133,4,2,,6.0,274.5,2017.03,40,133,2017,3,4,0,2017.25,985
230,2017,141 Highbourne Rd,SW,34*130,4+1,4,,6.0,207.5,2017.12,34,130,2017,12,4,1,2018.0,1090
231,2017,126 Eastbourne Ave,SW,30*100,4,4,,6.0,215.0,2017.06,30,100,2017,6,4,0,2017.5,772
232,2017,62 Eastbourne Ave,SW,40*130,4,2,,6.0,278.0,2017.04,40,130,2017,4,4,0,2017.3333333333333,855
233,2017,128 Highbourne Rd,SW,41*101,4,4,,6.0,215.0,2017.05,41,101,2017,5,4,0,2017.4166666666667,1043
234,2017,116 Lascelles Blvd,SW,43*130,3+1,2,,6.0,268.0,2017.03,43,130,2017,3,3,1,2017.25,751
235,2017,136 Eastbourne Ave,SW,33*124,4,4,,6.0,285.0,2017.03,33,124,2017,3,4,0,2017.25,748
236,2017,44 Colin Ave,SW,40*133,3+1,3,,6.0,258.0,2017.09,40,133,2017,9,3,1,2017.75,847
237,2017,32 Eastbourne Ave,SW,40*131,4+1,4,,6.0,310.0,2017.05,40,131,2017,5,4,1,2017.4166666666667,1006
238,2017,47 Eastbourne Ave,SW,43*131,4+1,4,,6.0,268.0,2017.06,43,131,2017,6,4,1,2017.5,943
239,2017,91 Hillsdale Ave W,SW,36*100,4+1,5,????,8.0,350.0,2017.05,36,100,2017,5,4,1,2017.4166666666667,535
240,2017,42 Chaplin Cres,SW,40*112,4+1,6,?? ????,9.0,310.0,2017.07,40,112,2017,7,4,1,2017.5833333333333,1042
241,2017,100 Colin Ave,SW,40*133,4+1,5,12?? ????,9.0,360.0,2017.07,40,133,2017,7,4,1,2017.5833333333333,624
242,2018,160 Eastbourne Ave,SW,30*124,4,2,,6.0,151.0,2018.05,30,124,2018,5,4,0,2018.4166666666667,668
243,2018,451 Oriole Pkwy,SW,20*154,3,3,????,8.0,168.0,2018.04,20,154,2018,4,3,0,2018.3333333333333,905
244,2018,162 Colin Ave,SW,30*110,4+1,4,,6.0,192.5,2018.02,30,110,2018,2,4,1,2018.1666666666667,637
245,2018,89 Hillsdale Ave W,SW,37*100,4,4,,6.0,215.0,2018.05,37,100,2018,5,4,0,2018.4166666666667,528
246,2018,92 Chaplin Cres,SW,38*108,3,3,,6.0,180.0,2018.02,38,108,2018,2,3,0,2018.1666666666667,1199
247,2018,33 Braemar Ave,SW,35*130,4+1,4,???,7.0,227.0,2018.03,35,130,2018,3,4,1,2018.25,1356
248,2018,56 Elmsthorpe Ave,SW,35*124,3+1,3,,6.0,208.0,2018.03,35,124,2018,3,3,1,2018.25,1271
249,2018,880 Avenue Rd,SW,40*135,6+2,3,duplex,6.0,230.0,2018.02,40,135,2018,2,6,2,2018.1666666666667,1373
250,2018,44 Elmsthorpe Ave,SW,50*120,6+1,5,duplex,6.0,239.5,2018.05,50,120,2018,5,6,1,2018.4166666666667,1351
251,2018,128 Duplex Ave,SW,30*133,4+1,4,????,8.0,245.0,2018.06,30,133,2018,6,4,1,2018.5,600
252,2018,27 Eastbourne Ave,SW,37*131,3,2,,6.0,275.0,2018.04,37,131,2018,4,3,0,2018.3333333333333,1034
